image,product_name,price,category,description
https://www.buymebeauty.co.uk/wp-content/uploads/2019/10/Retinol-3TR_A.png,Retinol 3TR™,24.07,Skin Ageing,"This fast-absorbing serum, formulated with 0.3% ,, is perfect for those new to vitamin A, or as an upgrade from Night Ritual Vitamin A.,Reveal a more youthful appearance with our lightweight Intelligent , (vitamin A) serums. Designed to complement skin’s nightly regenerative cycle, the serum resurfaces while you sleep to rejuvenate skin and restore radiance. Hailed as the most effective ingredient in anti-ageing, vitamin A improves skin texture, minimises the appearance of fine lines and wrinkles and balances uneven skin tone., also helps to decongest pores and regulate sebum production for a clearer looking complexion. Formulated with Time Release Technology, , is delivered gradually into the deeper layers of the skin throughout the night to ensure maximum results without overwhelming or irritating skin.,Formulated with three different strengths of ,, with each formulation containing , for enhanced stability.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability. If you have not used retinol products before we recommend a gradual build up to avoid a retinoid reaction which presents itself with redness,drying and flaking of the skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Advanced-Night-Restore_A.png,Advanced Night Restore™,45.65,Skin Ageing,"Rejuvenating Cellular Repair Cream,An advanced antioxidant night cream that works while you sleep to restore and deeply hydrate skin. Including Medik8’s Midnight Repair Complex™, which features powerful antioxidants such as dragon fruit extract, saskatoon berry and restoring peptides to encourage cell repair throughout the night. Advanced ceramides are used in an optimised ratio to help plump and hydrate skin as well as restoring its natural defence barriers. Powerful antioxidants work to counteract damage caused by free radicals throughout the day. Designed to be used after vitamin A, the formula works perfectly alongside retinol to moisturise skin and leave the complexion smooth, supple and younger-looking."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Advanced-Day-Total-Protect_A.png,Advanced Day Total Protect™,45.65,Skin Ageing,"Anti-Ageing Moisturiser SPF 30 | 5* UVA,Our most advanced day cream ever. Combining comprehensive environmental protection in a deeply hydrating SPF 30 moisturiser to help prevent premature skin ageing. Advanced Day Total Protect includes Pollution Shield, anti-infrared, anti-blue light and anti-A.G.E technology alongside SPF 30 and 5* UVA protection all in a lightweight moisturiser. Effectively protecting skin from free-radical damage, this is the ultimate daily hydrator for total environmental protection. Despite the high SPF, the advanced moisturiser is super-light and has an invisible finish, making it the perfect daily cream. Fine lines and wrinkles are visibly reduced and future skin ageing is prevented."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Daily-Radiance-Vitamin-C_A-scaled.jpg,Daily Radiance Vitamin C™,45.65,Skin Ageing,"C-Tetra Antioxidant Cream SPF 30,Energise your skin each morning with Daily Radiance Vitamin C, a hydrating vitamin C cream with a light, cashmere texture. Melting into skin upon application, it delivers powerful antioxidant protection alongside a non-greasy broad spectrum SPF 30. Using a 100% stable and lipid soluble form of vitamin C, ,, the formula is able to boost radiance from deep within, giving you that sought-after healthy glow. The antioxidant-rich formula protects the skin from environmental damage to prevent premature signs of ageing. Suitable for all skin types, the nourishing vitamin C cream smoothes existing fine lines and wrinkles thanks to its collagen-boosting properties. Enriched with , and , to draw moisture into the skin and keep it locked in tight. The result is a brighter and more even complexion, with future skin ageing and sun-induced damage successfully kept at bay."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/C-Tetra-Cream_A.png,C-Tetra® Cream,32.37,Skin Ageing,"Lipid Vitamin C Antioxidant Cream,Harness the power of Medik8’s original best-selling C-Tetra serum in a silky, nourishing cream. This daily antioxidant cream uses 100% stable vitamin C and vitamin E to prevent free radical damage. It’s perfect for shielding the skin against environmental stressors, such as pollution and UV exposure, that cause premature skin ageing. The fast-absorbing formula helps to maintain skin health, improve uneven skin tone and restore radiance. Using a lipid-soluble form of vitamin C, tetrahexyldecyl ascorbate, the formula is able to deeply penetrate the skin, providing powerful antioxidant protection with minimal irritation. With uplifting natural citrus notes, C-Tetra Cream® energises skin while deeply hydrating for a bright, dewy complexion."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/r-Retinoate-Intense-Cutout.png,R-Retinoate® Intense,174.30,Skin Ageing,"Youth Activating Cream Intense,Transcend the evidence of time with Medik8’s best ever anti-ageing product. r-Retinoate Intense is an all-in-one night cream that enriches skin with the pure power of transformation. A revolutionary blend of , and crystal-stabilised , is suspended within a pool of silken cashmere for an age-defying experience that never fails to tantalise the senses. Never before have these two legendary molecules, both supported by numerous, robust, independent clinical trials, been harmoniously utilised for ultimate skin rejuvenation. Never before have such extraordinary visible results been attainable at home. The sumptuous night cream is infused with , and , which penetrate to the deeper layers of the skin where the active ingredients profoundly retexturise and visibly restore the appearance of beautiful skin.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/r-Retinoate-Youth-Activating-Cream_B-scaled.jpg,R-Retinoate®,112.05,Skin Ageing,"Youth Activating Cream,A true breakthrough in anti-ageing skincare. The innovative active ingredient has been created via Medik8’s exclusive collaboration with a Korean superlab, where we have used their incredible active and made it into an exquisitely high-performing serum-cream. So prestigious, this active was awarded the Presidential Award by the Korean Ministry of Health.,After 8 years of work, including 3 years by Medik8 scientists, r-Retinoate® features the widely patented molecule ,. It’s time to experience what everyone’s talking about: rejuvenated, more youthful skin with visibly reduced fine lines and wrinkles, improved tone, texture and brightness.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/10/10.png,Crystal Retinal 10™,65.57,Skin Ageing,"Stable Retinal Night Serum Ultra-Strength Vitamin A,
A high-performance anti-ageing serum for those looking to boost the results of Crystal Retinal 6.,
,
,Rediscover youthful skin with Crystal Retinal™, Medik8’s latest innovation in vitamin A is now available in four strengths. Formulated with stabilised retinal, a powerful derivative of vitamin A with next-generation anti-ageing results. Unmatched in its age-defying power, , can deliver results comparable to clinical-grade vitamin A up to 11 times faster than classic forms of ,., The ground-breaking overnight serum visibly minimises fine lines and wrinkles; firming and plumping the complexion to resurface skin texture and soften the face. Featuring ,, , and ,, it hydrates skin at every level to deliver a supple, even-toned, more youthful-looking complexion. More than that, it actively helps reduce blemish-causing bacteria to keep skin clear and balanced. In just 4 weeks, skin is noticeably younger, smoother and undeniably radiant.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability. We recommend that your skin is used to retinol before using this product to avoid a retinoid reaction, which presents itself with redness,drying and flaking of the skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/tetra-large-1.png,PRIORI® Tetra fx250 SPF 45,62.25,"Mineral Skincare,Priori","Broad Spectrum SPF 50 Sunscreen,This multi-layer, broad-spectrum mineral formula shields you from free radicals, pollutants and the sun’s radiation. With Infrared Protection Complex, antioxidants and DNA repair enzymes, this is the one to start each day 24/7."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Skin-Renewal-Creme-fx121-bottle-scaled.jpg,PRIORI® Skin Renewal Crème LCA fx121,48.14,"Adaptive Correctors,Priori","Skin re-texturising and resurfacing corrector. Smoothes, hydrates and renews"
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Recovery-Serum-fx221-tube-scaled.jpg,PRIORI® Recovery Serum DNA fx221,74.70,Adaptive Correctors,"DNA repair and recover serum, cellular skin booster – ‘insurance policy’ for your skin"
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Moisturising-creme-fx240-bottle-scaled.jpg,PRIORI® Moisturizing Crème Q+SOD fx240,79.68,"Adaptive Hydrators,Priori",Hero product delivering intense hydration lasting up to 24 hours
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/Hydrofill-Masque-fx161-tube-scaled.jpg,PRIORI® Hydrofill Masque LCA fx161,43.16,Adaptive Hydrators,"Beautifully hydrating, tightening and comforting skin treatment, intensively moisturises and restores the skin"
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000618_skin-moisture-lock_400.png,Skin Moisture Lock – 60 Capsules,58.10,"Advanced Nutrition Programme,Skin Hydration","Skin Moisture Lock™ is a unique anti-ageing formula that combines hyaluronic acid with ceramides. Hyaluronic acid and ceramides work from the inside-out to reduce the appearance of fine lines and wrinkles and helps plump the skin . The result is a more youthful complexion that is looks smooth and supple.,Our pilot study has shown that Skin Moisture Lock™*:,
– Increased hydration by 64%,
– Improved wrinkle depth by 28%,
– Improved skin integrity by 20%,
– Improved skin smoothness by 20%,*Results based on a pilot study conducted on 12 participants aged between 30 – 61 (1 man and 11 women) over 12 weeks. Measurements were taken using Courage + Khazaka equipment and were taken at the beginning of the pilot study and at the end of the 12 weeks."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000556_skin-complete_400.jpeg,Skin Complete,,"Advanced Nutrition Programme,Anti-Ageing,General Skin Health,Well-Being","Skin Complete is the first step in any good skincare routine. ,. It complements all the good work your creams are doing on the outside."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000554_skin-collagen-support_400.jpeg,Skin Collagen Support – 60 Capsules,20.75,"Advanced Nutrition Programme,Anti-Ageing","As we get older, our skin can lose elasticity. Skin Collagen Support contains vitamin C, a key building block for collagen formation which in combination with vitamin A, helps to maintain skin’s elasticity. Vitamin C is also an antioxidant that is known to protect cells from oxidative stress."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000581_skin-collagen-plus_400.jpeg,Skin Collagen Plus – 120 Capsules,29.88,"Advanced Nutrition Programme,Anti-Ageing,Well-Being","Skin Collagen Plus packages together two products to help support optimum collagen production for youthful, healthy looking skin. As we get older, skin starts to lose elasticity and fine lines and wrinkles start to appear. Skin Collagen Plus delivers a double impact of vitamins and nutrients to help plump and smooth the skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000580_skin-antioxidant_400.jpeg,Skin Antioxidant – 60 Capsules,26.56,"Advanced Nutrition Programme,Immunity,Well-Being","Skin Antioxidant is formulated with seven super plant nutrients. Just as plants need antioxidants to protect them from damaging UV rays, so does your skin. Any source of light, even artificial, creates free radicals which cause premature ageing.,Safeguard your skin from the inside out with Skin Antioxidant and keep it looking younger for longer."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000542_skin-aesthetic-post-procedure-pack_400-1.png,Skin Aesthetic Post-Procedure Pack,58.10,"Advanced Nutrition Programme,General Skin Health","Skin Aesthetic Post-Procedure Pack is a supplement pack formulated to help support skin health*, specially designed for those client’s that have undergone aesthetic skin procedures. This pack provides a combination of five food supplements with vitamin A to help support normal skin* and vitamin C which contributes to normal collagen formation for the normal function of skin†. It also provides antioxidant botanicals including bilberry and turmeric plus green tea and grape seed extracts plus important fatty acids.,– Helps safeguard skin health*,
– Supports collagen formation^ resulting in a smoother complexion,
– Evens skin tone – Brightens dull-looking skin,
– Packaged in convenient tear-off pods *Vitamin A contributes to the maintenance of normal skin,^"
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000577_probiotics_400.jpeg,Probiotics Powder – 75g,14.94,"Advanced Nutrition Programme,Digestion,Well-Being",Contains a ratio of Lactobacillus acidophilus and Bifidus cultures.
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000564_skin-vitality-2_400.jpeg,Skin Vitality 2 – 28 Day Supply,37.35,"Advanced Nutrition Programme,General Skin Health,Hair and Nails,Immunity","A core multivitamin supplement which helps to support overall body wellbeing. Convenient daily blister strips each contain 4 supplements; a multi-vitamin tablet, an antioxidant complex capsule, a vitamin C tablet containing citrus bioflavonoids, hesperidin and rutin, plus and omega 3 and 6 fatty acids soft gel."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000563_skin-vitality-1_400.jpeg,Skin Vitality 1 – 60 Capsules,21.58,"Advanced Nutrition Programme,General Skin Health,Hair and Nails","This broad spectrum supplement includes vitamins and minerals involved in the maintenance of healthy skin, hair and nails including: Biotin, selenium and zinc."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000601_skin-ultimate_400.jpeg,Skin Ultimate – 28 Day Supply,59.76,"Advanced Nutrition Programme,Anti-Ageing,General Skin Health,Hair and Nails","5 top of the range supplements for healthy skin, nourished hair and nails plus ingredients for a lighter and brighter complexion as seen in "
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000567_skin-select_400-1.jpeg,Skin Select – 28 days,31.54,"Advanced Nutrition Programme,Anti-Ageing,General Skin Health,Hair and Nails","Skin Select contains our three foundation skin supplements for a healthy~, smooth and hydrated complexion.,– Younger looking skin~,
– Helps to support normal skin health~,
– Smooths the appearance of fine lines and wrinkles,
– Nourishes dry skin,
– Promotes skin radiance,
– Safeguards skin from external stressors,
– Packaged in convenient tear-off pods"
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000561_skin-pure_400.jpeg,Skin Pure – 60 Capsules,23.24,"Advanced Nutrition Programme,Anti-Ageing,General Skin Health,Well-Being","Skin Pure is a supplement for those suffering from a dull, lifeless looking complexion. The liver is the body’s main detoxifying organ and research has show that liver function can affect your overall health which may be reflected in your skin’s appearance. The hero ingredient is choline which supports normal liver function*. It also contains biotin and B vitamins to help maintain healthy skin^**.,Benefits:,– Supports liver function*,
– Revives skin leaving it looking bright and clear,
– Supports and maintains healthy skin^**,
,
"
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000566_skin-plus_400.jpeg,Skin Plus – 28 Day Supply,47.31,"Advanced Nutrition Programme,General Skin Health,Hair and Nails",4 beauty supplements for healthy skin and nourished hair and nails.
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000558_skin-omegas_400.jpeg,Skin Omegas+,,"Advanced Nutrition Programme,Immunity,Skin Hydration","Benefiting from the addition of vitamin A, our Skin Omegas+ is the perfect companion to your skincare regime. It contains optimum levels of EPA (an important omega 3) along with GLA (an important omega 6) made from Evening Primrose Oil. Vitamin A is a key ingredient needed for skin health."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/0000565_skin-youth-biome_400.jpeg,Skin Youth Biome – 60 Capsules,45.65,"Advanced Nutrition Programme,Digestion,General Skin Health,Immunity,Problem Skin,Well-Being","The majority of your immune system resides in the gut. A daily dose of Skin Youth Biome™, not only gives a smoother complexion but provides high quality beneficial bacteria to keep the gut normal. Our Experts have added in vitamin C for additional skin and immune support.,Skin Youth Biome™ has been formulated with a combination of 4 scientifically studied bacterial strains that is unique to the Advanced Nutrition Programme™. In addition, Skin Youth Biome has been formulated with vitamin C, which supports skin collagen formation*. This combination of live cultures and vitamin C work in synergy to give a smoother, more youthful looking complexion.,– Works from the inside out,
– Supports the skin’s natural barrier,
– Helps reduce fine lines,
– Helps Support gut flora,
– Nourishes dry skin,
– Supports collagen formation* & immunity,*,SOY,MILK"
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/0000562_skin-vit-c_400.jpeg,Skin Vitamin C – 60 Tablets,12.45,"Advanced Nutrition Programme,Anti-Ageing,Immunity,Well-Being","Vitamin C contributes to collagen formation which helps skin function normally and supports the normal function of blood capillaries. Vitamin C is also an antioxidant, so it helps to protect your cells from oxidative stress caused by free radicals."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/09/r-Retinoate-Rejuvenating-Eye-System_B-scaled.jpg,R-Retinoate® Eye System,49.00,"Eyes,Medik8,Sale %","Rejuvenating Eye System,A revolutionary weekly skincare kit that captures the essence of Medik8’s best-selling r-Retinoate Youth Activating Cream in an intense 4-week eye treatment. The kit includes high-performance vitamin A derivative, ,, in a serum designed for the delicate eye area, paired with the most advanced patch technologies available for synergistic results. Weeks 1 and 3 use the ground-breaking Dissolvable Micro-channel Patches, covered with fine micro-points formed from pure ,. These pain-free micro-points create tiny channels into the skin; enhancing the penetration of the , serum, as well as firming the skin around the delicate under-eye area. On weeks 2 and 4 of the treatment, Bio-cellulose Eye Patches infuse the skin with a veil of , to deeply hydrate and nourish for a smoother, refreshed looking complexion.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/powerbrighttrxtreatment-kit_590x617.jpg,PowerBright TRx™ Treatment Kit,25.90,"Dermalogica,Powerbright trx ™,Sale %","Skin brightening trio.,This convenient travel-sized kit features all three PowerBright TRx™ treatment formulas, designed to help control and prevent factors that contribute to uneven skin tone."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/10/dailymicrofoliant_590x617.jpg,Daily Microfoliant ®,42.33,Exfoliants,"Gentle, brightening polisher.,Achieve brighter, smoother skin every day with this iconic exfoliating powder. Rice-based powder activates upon contact with water, releasing Papain, Salicylic Acid and Rice Enzymes to polish skin to perfection."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/soundsleepcocoon_590x617.jpg,Sound Sleep Cocoon™,60.18,Moisturisers,"Transformative night gel-cream. 50ml.,Revitalizing treatment gel-cream transforms skin overnight by optimizing nighttime skin recovery. Motion-activated essential oils work all night to promote deep, restful sleep for healthier-looking skin by morning."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/skinhydratingmasque_590x617.jpg,Skin Hydrating Masque,32.37,Masques,"Refreshing, cooling gel. 75ml.,A refreshing, moisturizing masque to remedy dry, stressed skin. Unique cross-linked Hyaluronic Acid traps moisture to deliver time-released hydration for lasting suppleness."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/skinhydratingbooster_590x617.jpg,Skin Hydrating Booster,32.37,Moisturisers,"Intensely moisturizing concentrate. 30ml.,Hydrating fluid concentrate relieves dryness and the appearance of fine lines. Hyaluronic Acid, Panthenol, Glycolipids and Algae Extract help restore moisture balance and minimize the appearance of fine dehydration lines."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/sheertintspf20_dark_590x617.jpg,Sheer Tint SPF20 Dark,34.03,"Dermalogica,Primers and Tints","Lightly tinted moisturizer. 40ml.,Lightly-tinted hydrating treatment provides an all-day sheer wash of color. Natural, light-diffusing Iron Oxides provide translucent color for radiant skin, while Broad Spectrum sunscreens shield against damaging UV rays."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/nightlyliptreatment_590x617.jpg,Nightly Lip Treatment,39.43,Age Smart ®,"Lip line smoothing cream. 10ml.,Anti-aging lip and perioral treatment smoothes the appearance of laugh and feather lines while you sleep. This rich overnight formula firms, hydrates and restores skin on and around the lips."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/overnightretinolrepair-1-buffercream_590x617.jpg,Overnight Retinol Repair 1.0% w/buffer cream,75.12,Age Smart ®,"Concentrated, customizable treatment. 25ml.,Concentrated customizable nighttime Retinol treatment cream accelerates skin renewal and reduces the appearance of skin aging. Active 1.0% microencapsulated pure Retinol helps increase cell turnover."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/overnightretinolrepair-buffercream_590x617.jpg,Overnight Retinol Repair 0.5% w/buffer cream,66.40,Age Smart ®,"Concentrated, customizable treatment. 30ml.,Concentrated customizable nighttime Retinol treatment cream accelerates skin renewal and reduces the appearance of skin aging. Active 0.5% microencapsulated pure Retinol helps increase cell turnover."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/overnightrepairserum_590x617.jpg,Overnight Repair Serum,50.63,Age Smart ®,"Intense, revitalizing treatment. 15ml.,Powerful peptide serum with Argan and Rose oils helps to promote skin repair overnight. Resilience is renewed as potent Argan and Rose oils revitalize lackluster skin and smooth away fine lines."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/phytoreplenishoil_590x617.jpg,Phyto Replenish Oil,56.44,Moisturisers,"Luminous, hydrating treatment. 30ml.,This feather-light treatment oil rapidly absorbs to reinforce the skin’s protective barrier. Wear it alone or layered under foundation for all-day dewy skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/phytoreplenishbodyoil590x617.jpg,Phyto Replenish Body Oil,39.43,Body Collection,"Skin-replenishing body oil. 125ml.,Replenish, calm and moisturize with this antioxidant-rich blend of skin-replenishing oils."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/renewallipcomplex_590x617.jpg,Renewal Lip Complex,21.17,Age Smart ®,"Conditioning treatment balm. 1.75ml,Moisturizing daily lip treatment helps smooth and restore. Apply as needed to help infuse lips with moisture, restore delicate tissue, minimize contour lines and help prevent the signs of aging."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/03/skinperfectprimerspf30_590x617.jpg,SkinPerfect Primer SPF30,38.60,Age Smart ®,"Illuminating make-up prep. 22ml.,Smooth fine lines, brighten and prime for flawless skin, and prep for make-up application. Velvety formula with Soy Protein helps even out skin texture, creating a smoother surface."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/ultracalmingserumconcentrate_590x617.jpg,Ultracalming ™ Serum Concentrate,46.48,Ultracalming ™,"Sensitized skin antidote.,The solution for skin sensitivity. This super-concentrated serum helps calm, restore and defend sensitized skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/multivitthermofoliant_590x617.jpg,MultiVitamin Thermafoliant®,43.16,Age Smart ®,"Heat-activated scrub. 75ml.,Thermal skin exfoliant infuses skin with age-fighting ingredients. This powerful skin polisher combines physical and chemical exfoliants to refine skin texture, enhance penetration of age-fighting vitamins into skin, and reveal smoother, fresher skin immediately."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/activemoist_02_590x617.jpg,Active Moist,,Moisturisers,"Light, oil-free lotion.,Sheer, easy-to-apply Active Moist formula contains Silk Amino Acids and a unique combination of plant extracts that help improve skin texture and combat surface dehydration."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/roll-cit_11.jpg,Cosmetic Roll Cit,,Instruments+,"Environ Cosmetic Roll-CIT™ (Collagen Induction Therapy) has been researched since 1996 and does not damage the skin but promotes the softening of fine lines and wrinkles.,It is a hand held needling device designed to dramatically increase the effectiveness of Environ skin care products by allowing improved penetration of vitamins into the active layers of the skin.,It can help to reduce the uneven tones where pigmentation exists and is suitable for all skin types.There are some skin conditions to be avoided with the Roll Cit e.g. Rosacea.,If you require any further information just call our reception 01392 878838 or you can email us and we will reply or call you."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/04/gold_roll-cit-300x300-1.png,Cosmetic Gold Roll Cit,,Instruments+,"Designed to help enhance the overall look and feel of your skin, this needling instrument is specially crafted for use on areas of your face that demand extra special care.,Key benefits"
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/focus-cit_1.jpg,Cosmetic Focus Cit,,Instruments+,"The Environ Focus CIT is ideal to be used on small areas of the face (i.e. upper lip and frown lines) to soften fine lines and wrinkles. It can also tighten the skin and reduce pigmentation marks and is suitable for all skin types but those with active acne, Eczema, Rosacea, Severe Solar Keratosis and raised Moles or Warts should not use it.,It has been ergonomically designed to be held easily in the hand and the stainless steel needles do not damage the skin and produce some really good results. The self generation of Collagen as a result of the application helps to reduce those fine lines and the typical signs of ageing on the face.,If you require any further information just call our reception 01392 878838 or you can email us and we will reply or call you."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/B2RqqkVQ.png,C-Quence Serum 4,,Youth EssentiA,"Youth EssentiA Vita-Peptide C-Quence Serum 4 (stage 4 of the Ionzyme range) has ultra-high levels of Vitamins A and C. This range of products produce great results but the progression up the range form Serum No 1 to 4 is really important.,This Environ product is a powerful anti-oxidant protector for the skin and really does help to promote a firmer, tightened skin that looks very natural.,The ingredients which also include Peptides will help to generate Collagen and Elastin, fundamental to plumping the skin and reducing the visible appearance of fine lines.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability. This product is part of a step-up system and would require you to have used C-Quence Serum 1,2 &3 before starting C-Quence Serum 4."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/e6A2X-_g.png,C-Quence Serum 3,,Youth EssentiA,"The third stage in the Environ Ionzyme Range is Environ Youth EssentiA Vita-Peptide C-Quence Serum 3 which has high levels of Vitamin A and C. It is applied evening and morning to the face and throat area to act as a natural moisturiser and to plump the dermis, which will also reduce the appearance of fine lines.,Prior to using Serum 3 the skin has to be prepared for these higher levels of Vitamin A using Serum 1 & 2. These highly result driven skin care products have been developed as a treatment programme which means the protocol should be followed to ensure results are achieved without adverse unprepared skin reactions.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability. This product is part of a step-up system and would require you to have used C-Quence Serum 1&2 before starting C-Quence Serum 3."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/rPm-J1zQ.png,C-Quence Serum 2,,Youth EssentiA,"Environ Youth EssentiA Vita-Peptide C-Quence Serum 2 is the second stage in the Environ Ionzyme range of products and should be used after Serum No 1. It has medium levels of Vitamin A as well as effective anti-oxidants like Vitamin E, Green Tea Extract, Soybean Oil and Lycopene.,This formula firms and tightens the skin whilst protecting it from free radical damage. The net result is a stimulation of Collagen and Elastin production, for a fresher younger looking skin with a more even skin tone.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability. This product is part of a step-up system and would require you to have used C-Quence Serum 1."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/grDRoTJA.png,C-Quence Serum 1,,Youth EssentiA,"Environ Youth EssentiA Vita-Peptide C-Quence Serum 1 is the first stage in the Environ Ionzyme range of products.,It has medium levels of Vitamin A as well as effective anti-oxidants like Vitamin E, Green Tea Extract, Soybean Oil and Lycopene.,This formula firms and tightens the skin whilst protecting it from free radical damage. The net result is a stimulation of Collagen and Elastin production, for a fresher younger looking skin with a more even skin tone.,Please note- Due to the strength of this product we would advise you contact us on 01392 878838 before purchase to discuss suitability."
https://www.buymebeauty.co.uk/wp-content/uploads/2019/07/Botanical-Infused-Sebu-Wash-Gel-Cleanser.jpg,Botanical Infused Sebuwash Gel Cleanser,,Focus Care Clarity+,"Environ have created a mild gel in their B-Active range which acts as a foaming tip mild cleanser. As with the other B-Active range of products this forms part of the skincare products from problem, oily and acne skins.,The entire B-Active range has been especially designed for this purpose of problem skin and is helped by the constituent ingredients of soothing Tea Tree Oil and some salicylic acid."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/specialcleansinggel_02_590x617.jpg,Special Cleansing Gel,,Cleansers,"Gentle foaming cleanser. 500ml.,Refreshing lather thoroughly removes impurities, without disturbing the skin’s natural moisture balance. This iconic cleanser, which contains naturally-foaming Quillaja Saponaria, gently rinses away toxins and debris to leave skin feeling smooth and clean."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/05/active-clay-cleanser_259-01_590x617.jpg,Active Clay Cleanser,29.05,"Cleansers,Dermalogica",Purifying prebiotic cleanser 150ml
https://www.buymebeauty.co.uk/wp-content/uploads/2019/10/dermal-clay-cleanser_2-01_590x617.jpg,Dermal Clay Cleanser 250ml,23.10,"Cleansers,Dermalogica,Sale %","Purifying, invigorating cleanser. 250ml.,Deep-cleansing clay formula purifies oily skin. Water-soluble Kaolin and Green clays combine with purifying extracts of Sambucus, Ivy and Lemon to remove excess oils and refine the skin’s texture."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/precleansebalm_590x617.jpg,Precleanse Balm,34.86,Cleansers,"Balm-to-oil emulsifyer. 90ml.,Deep-cleansing balm-to-oil melts away impurities and make-up from skin. Achieve cleaner, healthier-looking skin with the Double Cleanse regimen that begins with PreCleanse Balm."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/precleanse_590x617.jpg,PreCleanse,32.79,Cleansers,
https://www.buymebeauty.co.uk/wp-content/uploads/2020/05/stress-positive-eye-lift_231-01_590x617.jpg,Stress Positive Eye Lift,48.56,"Dermalogica,Eye Treatments","Active, cooling cream-gel masque energizes skin to reduce visible signs of stress. High-performance formula minimizes the appearance of puffiness and dark circles, increases skin luminosity, lifts the eye area and helps restore skin barrier integrity. Wild Indigo Seed actives brighten to help visibly reduce under-eye circles. Sea Water Extract and Arctic Algae counter the look of puffiness. Fermented Yeast and a unique Hyaluronic Acid blend firm skin to help generate a lifting effect. Bioactive Diglucosyl Gallic Acid works with your skin’s natural microbiome (microorganisms) to brighten and energize the eye area."
